Hora,Noroeste Ozono,Noroeste diÌ_xido de azufre,Noroeste diÌ_xido de nitrÌ_geno,Noroeste monÌ_xido de carbono,Noroeste PM10,Noreste diÌ_xido de azufre,Noreste diÌ_xido de nitrÌ_geno,Noreste monÌ_xido de carbono,Noreste PM10,Noreste Ozono
10,19,5,15,6,63,2,19,9,84,26
11,31,5,12,6,65,2,14,8,81,34
12,44,5,13,6,67,2,14,8,78,47
13,73,5,11,5,68,3,11,8,77,78
14,73,5,9,5,70,3,8,9,77,96
15,67,5,9,5,71,3,6,9,77,78
16,59,5,7,5,71,3,5,8,77,69
17,63,6,7,5,73,4,5,7,78,73
18,67,8,8,5,74,4,6,7,78,69
19,53,8,9,5,74,4,8,7,77,61
20,48,8,10,5,77,5,7,6,77,51
21,33,9,20,5,78,5,11,6,77,41
22,26,9,28,5,78,6,17,6,77,33
23,24,9,28,5,80,6,10,6,76,28
24,22,9,24,6,81,6,15,6,76,29
1,25,10,21,7,83,6,17,6,74,26
2,26,10,18,7,84,5,19,7,73,21
3,23,10,15,6,84,5,23,8,71,9
4,24,10,14,6,84,5,22,9,70,8
5,17,10,16,6,84,5,20,9,71,3
6,8,10,19,5,83,5,20,9,73,1
7,3,10,20,6,83,5,20,9,77,1
8,1,10,23,7,84,5,22,13,84,1
9,4,10,26,9,86,5,26,15,94,7
10,15,10,34,10,87,5,31,16,100,14
11,29,9,32,10,90,5,25,17,102,31
12,44,9,20,11,93,5,24,17,103,55
13,61,9,12,11,93,5,16,17,104,96
14,86,9,10,11,91,5,8,16,105,109
15,102,8,7,10,91,5,8,14,104,118
16,106,8,9,8,91,5,8,11,104,115
17,104,8,10,7,90,5,9,9,104,107
18,101,8,11,6,90,5,11,7,105,105
19,86,8,12,5,90,5,16,7,105,98
20,67,8,16,5,91,5,17,7,105,80
21,44,8,20,5,93,5,23,7,106,50
22,42,8,23,5,94,5,25,7,107,46
23,39,8,22,5,96,5,18,7,107,46
24,33,8,23,5,100,5,17,8,108,33
1,31,8,22,6,99,5,20,8,109,28
2,32,8,20,6,100,5,16,8,109,21
3,26,8,15,5,100,5,23,8,110,14
4,21,8,17,5,100,5,24,8,110,18
5,19,8,16,5,97,5,25,8,110,19
6,9,8,24,5,97,5,25,8,110,4
7,9,8,22,5,100,5,25,8,111,2
8,1,8,25,7,99,5,26,10,110,3
9,6,8,29,9,100,5,25,12,110,7
10,17,8,31,10,101,5,27,13,110,14
11,34,8,35,10,102,5,24,14,110,32
12,49,8,16,11,101,5,18,14,110,53
13,80,8,13,11,101,5,10,14,110,100
14,107,8,10,11,102,5,8,13,110,101
15,112,8,11,10,102,5,7,12,110,107
16,112,8,10,8,102,5,10,12,110,108
17,112,8,10,7,102,5,11,8,110,115
18,110,7,10,6,102,5,12,7,110,119
19,106,7,11,5,102,5,9,6,110,115
20,80,7,19,5,102,5,13,6,109,102
21,47,7,20,5,102,5,19,6,109,49
22,41,8,20,5,103,5,18,7,110,43
23,35,8,25,5,103,5,20,7,109,42
24,32,8,28,6,103,5,20,7,109,36
1,30,8,18,6,104,5,23,8,109,36
2,,8,,6,103,5,,8,109,
3,,8,,7,103,5,,9,110,
4,,9,,,104,6,,,111,
5,17,9,23,,105,6,25,,111,11
6,8,9,23,,105,6,25,,111,3
7,1,9,26,,104,5,27,,111,1
8,1,9,29,,105,5,26,,112,1
9,10,9,30,,104,5,29,,113,4
10,33,8,37,12,104,5,28,17,114,19
11,42,8,29,12,103,5,27,16,114,41
12,51,8,11,11,103,5,20,15,114,71
13,88,8,9,11,103,5,14,15,114,113
14,108,8,9,11,102,5,9,14,115,129
15,129,10,10,10,102,5,9,12,115,134
16,136,11,10,8,102,5,10,10,115,149
17,131,11,14,7,102,5,10,9,115,146
18,124,11,15,6,103,5,12,8,115,123
19,104,10,20,5,103,5,18,8,116,96
20,59,9,33,6,103,5,21,8,117,59
21,44,8,31,6,104,4,20,8,118,57
22,44,8,23,7,105,4,21,8,118,59
23,39,8,17,7,104,4,21,8,119,61
24,41,8,25,7,105,4,20,8,119,46
1,41,8,16,7,105,4,16,8,119,36
2,31,7,13,7,105,4,14,8,119,34
3,31,7,19,7,105,4,18,8,119,24
4,22,7,25,6,105,4,16,8,119,21
5,15,7,23,5,104,4,18,7,119,19
6,18,7,28,6,104,4,23,7,118,8
7,18,7,24,6,105,4,26,8,117,7
8,16,7,26,7,105,4,27,9,117,8
9,16,7,30,8,105,4,24,11,116,9
10,28,7,29,9,105,4,22,12,114,21
11,41,7,32,10,105,4,21,12,113,38
12,50,7,13,10,105,5,18,13,113,65
13,92,7,15,10,105,5,13,13,113,111
14,114,7,12,9,106,5,11,12,113,134
15,126,6,10,9,106,5,9,11,113,151
16,147,5,16,8,106,4,10,9,114,148
17,154,4,14,7,106,4,12,8,114,154
18,145,5,20,6,106,4,18,7,114,143
19,112,5,21,6,106,4,20,7,114,114
20,80,5,21,6,106,4,33,8,114,69
21,34,5,12,6,106,4,12,7,114,43
22,35,5,15,6,105,3,9,7,113,40
23,35,5,11,5,104,3,12,7,113,34
24,28,5,17,5,103,3,17,7,112,31
1,17,5,17,5,102,3,19,7,111,21
2,18,5,21,5,102,3,19,6,111,21
3,16,5,19,5,102,3,21,6,110,17
4,21,5,20,5,101,3,21,6,110,12
5,19,5,20,5,101,3,20,6,110,9
6,4,5,22,5,101,3,20,6,110,6
7,1,5,24,6,101,3,21,8,110,3
8,1,5,26,8,101,3,20,10,111,4
9,4,5,27,9,101,3,24,12,112,6
10,11,5,37,11,101,4,28,14,112,16
11,29,5,38,12,101,4,20,14,112,36
12,50,5,24,12,101,4,18,14,112,76
13,103,5,14,12,101,4,16,14,112,122
14,119,5,10,12,101,4,12,13,112,143
15,120,5,10,11,102,4,12,12,112,147
16,135,5,10,9,101,4,10,10,112,147
17,124,6,11,8,101,4,13,8,112,120
18,115,6,12,6,101,4,15,8,112,118
19,103,7,16,5,101,5,13,7,112,106
20,63,7,25,5,102,5,19,7,113,59
21,42,7,22,5,102,5,18,7,112,46
22,39,7,16,6,102,5,20,7,113,39
23,31,7,23,6,102,5,22,7,113,29
24,26,7,20,6,102,5,27,8,113,29
1,21,7,24,6,102,5,31,8,114,33
2,23,7,24,6,103,5,30,8,114,27
3,18,7,20,6,103,5,24,8,114,19
4,14,7,22,6,102,5,19,8,114,15
5,14,7,22,5,102,5,22,9,114,11
6,14,7,20,5,101,5,24,10,114,6
7,7,7,22,5,101,5,23,11,114,3
8,2,7,22,6,100,5,25,12,113,4
9,6,7,25,7,100,5,32,14,113,6
10,20,7,30,8,99,5,32,14,112,19
11,38,7,33,9,100,5,26,14,112,38
12,61,7,20,9,100,6,22,14,112,78
13,105,8,15,9,97,6,23,14,112,117
14,120,8,12,9,94,6,14,13,112,144
15,149,8,14,9,96,6,11,12,112,159
16,156,8,11,8,97,6,8,10,112,150
17,145,8,9,7,100,7,10,9,112,132
18,120,7,10,6,100,7,9,8,112,109
19,51,6,10,5,100,6,9,7,113,44
20,44,5,10,5,102,5,15,7,113,41
21,46,5,12,5,102,5,18,6,112,45
22,45,5,13,5,101,5,14,6,112,38
23,41,5,12,5,100,5,14,6,111,34
24,39,5,12,5,99,5,16,6,110,31
1,34,5,12,5,100,5,17,6,110,28
2,32,5,13,5,100,5,18,7,110,27
3,26,7,13,5,99,5,20,7,110,25
4,22,8,16,5,100,7,19,7,110,24
5,21,10,17,5,100,8,21,7,110,24
6,16,12,17,5,100,10,22,8,110,18
7,19,13,16,5,102,11,22,8,109,26
8,22,14,14,5,103,12,20,8,108,21
9,30,15,11,5,103,12,17,9,108,31
10,37,15,12,5,103,12,14,9,106,36
11,46,16,12,5,102,12,14,9,106,42
12,61,16,11,5,102,11,12,9,106,69
13,90,15,10,5,102,11,10,9,106,115
14,113,15,7,5,102,11,7,9,106,108
15,113,15,9,5,102,10,6,8,105,102
16,107,15,5,5,101,10,4,8,105,94
17,94,15,6,5,101,10,5,7,104,82
18,80,14,6,5,100,10,5,6,104,73
19,53,14,8,4,97,10,10,6,103,86
20,55,14,9,4,94,10,16,6,102,73
21,45,14,9,4,91,10,14,6,101,57
22,41,14,11,4,94,10,17,7,101,43
23,29,14,17,5,96,10,30,8,101,30
24,27,14,17,5,96,10,28,9,101,22
1,23,14,14,5,96,10,24,9,102,26
2,23,14,21,5,94,10,23,10,102,26
3,22,15,16,5,93,10,21,10,102,20
4,19,15,16,5,93,10,22,10,102,18
5,16,14,20,5,90,10,18,10,102,9
6,9,11,20,5,91,10,18,10,101,4
7,9,9,19,5,91,8,20,10,102,4
8,10,10,20,6,93,8,20,10,102,9
9,19,14,20,7,93,9,20,10,102,9
10,27,17,21,7,96,11,23,11,103,20
11,37,17,22,8,97,12,23,11,102,30
12,46,18,19,9,96,14,21,11,102,46
13,73,18,14,9,94,15,21,12,103,94
14,94,18,12,9,94,16,16,12,104,135
15,134,19,13,9,94,17,12,12,105,162
16,151,19,12,8,94,17,9,12,106,120
17,112,20,9,7,99,17,8,8,106,90
18,108,20,10,7,100,17,12,7,106,105
19,88,20,11,6,101,17,11,6,106,65
20,46,20,10,6,102,18,12,6,106,46
21,43,20,16,6,105,17,19,5,106,35
22,43,20,25,6,105,17,24,5,106,41
23,41,20,18,6,105,17,19,6,107,33
24,39,20,10,6,105,17,19,6,107,36
1,34,20,11,5,104,17,,6,108,34
2,,21,,5,104,18,,7,108,
3,,22,,6,104,18,,9,109,
4,,22,,,104,19,,,109,
5,26,22,21,,104,19,23,,110,15
6,23,22,20,,103,19,23,,110,4
7,6,22,22,,103,19,23,,111,11
8,1,20,24,,102,18,21,,112,4
9,6,15,24,,103,15,21,,113,13
10,26,10,28,11,103,12,18,12,113,28
11,40,8,26,11,103,9,19,11,113,41
12,49,7,20,10,103,7,19,11,114,61
13,88,7,16,11,103,5,18,11,113,112
14,103,6,10,11,102,4,15,10,113,142
15,112,6,9,10,102,4,11,9,112,167
16,132,5,9,8,101,4,11,8,112,153
17,157,5,11,6,101,3,8,7,112,131
18,123,4,10,5,99,3,10,6,112,109
19,63,3,11,5,97,3,11,5,112,98
20,65,3,11,5,94,3,13,5,112,88
21,50,3,14,5,93,3,11,5,112,55
22,43,5,10,5,93,3,12,5,112,50
23,41,5,11,5,91,3,13,5,112,49
24,36,5,15,5,97,3,14,5,113,49
1,35,4,11,5,100,3,20,6,112,39
2,24,4,18,6,97,3,19,6,112,29
3,16,4,19,6,99,3,17,7,111,26
4,16,4,15,6,99,3,13,7,110,23
5,16,4,15,6,99,3,21,7,110,24
6,14,4,16,6,101,3,28,7,110,17
7,8,4,20,6,101,3,27,9,109,11
8,9,4,20,7,101,4,21,9,107,12
9,20,4,16,7,101,4,14,9,106,22
10,24,4,12,7,101,4,10,9,106,30
11,34,3,12,7,101,4,10,9,105,39
12,44,3,8,6,100,4,9,9,105,49
13,63,3,8,6,100,4,7,9,106,82
14,102,3,7,6,100,4,8,8,106,108
15,119,4,9,6,101,3,8,8,106,123
16,124,4,9,5,102,3,8,7,106,131
17,119,4,9,5,102,3,10,7,106,127
18,105,4,12,5,103,4,18,7,107,92
19,98,6,21,5,104,4,27,7,107,100
20,50,6,21,5,105,3,32,8,107,57
21,49,6,25,6,105,4,31,8,108,41
22,43,6,24,6,105,4,29,9,106,35
23,32,6,32,7,105,4,19,9,106,32
24,24,7,29,7,105,4,23,9,106,29
1,24,7,20,8,105,4,29,10,106,30
2,16,7,15,8,105,4,26,10,106,27
3,31,8,16,8,104,5,16,9,106,24
4,26,8,11,7,104,5,13,9,107,30
5,25,8,8,6,103,5,14,8,106,28
6,19,8,16,6,103,5,19,8,106,19
7,21,8,14,5,102,5,25,8,105,9
8,14,8,23,5,101,4,25,9,104,6
9,11,8,25,6,99,4,25,9,103,10
10,21,8,19,6,97,4,25,10,103,16
11,32,8,14,7,94,4,30,10,103,28
12,46,8,15,7,93,4,31,11,103,44
13,80,8,17,8,91,4,33,12,103,100
14,104,8,11,8,90,4,24,13,103,132
15,130,8,15,8,90,4,13,12,104,132
16,136,8,16,8,90,4,8,12,104,114
17,120,8,16,7,90,4,13,11,104,104
18,49,8,23,6,88,4,13,10,104,53
19,44,6,18,6,86,3,26,10,103,31
20,35,5,16,6,81,3,29,9,103,31
21,29,5,24,7,80,3,31,9,102,28
22,14,5,24,7,78,3,30,10,101,26
23,21,6,21,8,76,3,30,10,99,22
24,11,6,23,8,76,3,30,11,96,14
1,10,5,24,7,74,3,29,12,94,8
2,4,5,21,8,74,3,28,13,94,4
3,4,5,21,8,74,3,26,12,94,3
4,4,5,20,8,76,3,23,12,96,4
5,4,5,20,7,74,3,21,12,97,4
6,5,5,20,7,74,4,19,12,100,3
7,1,5,17,8,77,4,20,13,102,3
8,1,5,19,10,77,4,21,15,103,4
9,5,5,26,11,78,4,23,15,105,6
10,15,5,35,12,78,4,30,15,105,12
11,28,5,41,13,80,4,35,16,106,34
12,46,5,28,13,83,4,21,15,106,57
13,73,5,19,13,84,4,15,15,106,92
14,111,5,10,13,84,4,12,15,106,101
15,118,5,14,12,86,4,8,13,105,96
16,90,5,8,10,86,4,7,10,104,96
17,94,5,6,8,81,4,8,9,104,94
18,86,5,9,7,81,4,11,7,103,94
19,78,5,13,5,80,4,11,6,103,80
20,49,5,18,5,83,4,16,6,103,63
21,35,5,18,5,84,4,17,6,103,39
22,31,4,15,5,86,4,14,6,104,34
23,24,3,17,5,87,4,17,6,104,29
24,22,3,20,5,76,4,18,6,104,27
1,27,3,22,5,77,4,22,7,104,18
2,26,3,17,5,76,4,25,7,103,19
3,26,3,19,5,76,4,24,7,103,22
4,26,3,16,5,76,4,26,8,103,21
5,26,3,17,5,76,3,23,8,103,20
6,19,3,21,5,74,3,22,8,104,10
7,17,3,22,5,73,3,21,9,104,3
8,14,4,25,6,71,3,21,10,104,6
9,10,5,27,6,70,3,22,10,103,9
10,19,6,25,7,71,3,23,10,103,20
11,34,8,24,7,70,4,23,11,102,25
12,41,8,16,7,68,5,16,10,102,40
13,78,9,18,8,70,6,14,9,102,65
14,100,9,11,8,70,7,14,9,102,108
15,109,10,10,7,71,7,8,9,102,112
16,117,10,9,6,71,7,7,8,103,110
17,111,11,7,6,71,7,7,7,103,114
18,109,10,7,5,81,8,8,6,103,110
19,96,10,8,5,80,8,10,6,103,104
20,82,10,11,5,81,8,8,6,103,80
21,37,11,7,5,80,8,8,6,104,35
22,27,11,10,5,80,8,11,6,104,31
23,29,10,9,4,80,8,13,6,103,26
24,27,10,8,4,78,8,12,6,103,28
1,25,11,9,4,76,8,13,6,104,30
2,26,11,11,4,77,8,13,6,104,35
3,19,11,15,4,78,8,15,6,103,36
4,21,11,15,5,78,7,17,6,102,28
5,21,11,16,5,80,7,13,7,102,33
6,17,11,15,5,81,7,21,7,100,29
7,11,11,17,5,81,7,27,7,94,24
8,9,11,19,5,83,7,24,8,88,20
9,13,10,18,5,83,7,20,8,86,21
10,21,10,18,5,81,7,17,8,83,27
11,33,9,15,6,80,6,14,9,81,39
12,47,8,12,6,80,5,11,9,80,53
13,80,8,10,7,81,4,10,9,81,101
14,96,7,7,7,83,3,8,8,81,118
15,96,7,6,6,83,3,6,8,83,102
16,108,8,5,6,81,3,5,7,81,76
17,104,9,5,5,78,4,4,7,80,92
18,100,9,5,5,78,5,7,6,81,98
19,51,9,6,5,78,5,9,6,81,59
20,34,9,7,5,83,5,10,6,86,40
21,36,9,10,4,84,5,14,6,83,42
22,39,9,10,4,83,5,11,6,81,42
23,38,9,14,4,81,5,12,6,80,42
24,29,9,11,4,81,5,17,6,80,32
1,29,9,8,4,83,5,19,6,78,32
2,,9,,4,80,5,,7,78,
3,,9,,4,78,5,,7,78,
4,,10,,,77,5,,,80,
5,21,10,13,,76,5,14,,80,31
6,14,10,15,,76,5,18,,81,22
7,14,10,19,,74,5,20,,83,14
8,9,10,19,,71,5,20,,84,10
9,16,10,18,,70,5,20,,86,19
10,16,9,17,6,68,5,18,8,86,21
11,24,9,16,6,67,5,17,8,86,29
12,35,10,10,6,67,5,15,9,86,36
13,45,10,10,6,65,6,11,9,84,46
14,50,10,9,7,67,6,9,9,83,67
15,55,9,7,7,68,6,8,8,81,86
16,51,8,6,6,70,6,7,8,83,73
17,46,8,7,6,71,6,9,7,83,50
18,39,7,10,5,73,5,10,7,83,41
19,28,7,8,5,73,5,9,6,83,30
20,26,7,10,5,70,5,10,6,80,27
21,24,6,9,5,70,5,9,5,84,24
22,24,6,9,4,71,5,8,5,86,23
23,24,6,9,4,70,5,8,5,84,23
24,24,6,9,4,68,5,6,5,83,23
1,19,6,8,4,67,5,7,5,80,22
2,19,6,9,4,67,5,7,5,77,24
3,19,6,12,4,65,5,7,5,78,24
4,19,6,11,3,64,5,6,5,77,26
5,16,6,11,3,63,5,6,5,74,24
6,14,6,12,3,63,5,10,5,73,19
7,12,6,14,3,61,4,11,5,70,17
8,9,6,15,3,60,4,15,5,65,14
9,16,6,15,4,58,4,11,5,63,21
10,21,7,15,5,58,4,12,6,60,22
11,26,8,15,5,58,3,12,6,55,27
12,29,7,14,5,57,3,10,6,55,33
13,32,5,12,5,57,2,9,7,55,37
14,39,5,8,5,57,2,8,7,54,40
15,41,4,7,6,54,2,8,7,52,44
16,46,4,7,5,54,2,6,6,51,48
17,43,4,7,5,51,2,7,6,50,45
18,38,4,7,5,51,2,8,6,50,42
19,31,4,11,5,50,2,9,6,49,29
20,26,4,9,5,46,2,9,5,45,24
21,21,4,10,4,44,2,8,5,45,19
22,16,4,9,4,45,2,9,5,46,16
23,16,4,10,4,44,2,8,5,48,15
24,18,4,10,4,44,2,7,5,48,19
1,18,4,7,4,44,2,6,5,48,19
2,20,4,8,4,43,2,5,5,48,21
3,16,3,6,3,44,2,5,5,45,22
4,16,4,7,3,43,2,5,5,45,20
5,15,4,11,3,43,2,7,5,45,18
6,11,4,13,3,43,2,11,5,45,17
7,9,4,15,3,43,2,13,5,45,12
8,10,4,15,4,43,2,15,5,45,11
9,8,5,17,4,44,2,15,5,45,12
10,10,7,15,5,44,2,13,6,45,14
11,18,8,14,5,45,4,10,6,46,18
12,26,9,10,5,45,7,13,6,45,26
13,33,10,14,5,44,8,13,6,46,34
14,36,11,11,5,45,10,9,7,46,45
15,43,13,9,5,45,12,10,7,46,63
16,40,15,10,5,46,12,10,6,49,42
17,27,15,15,5,48,12,10,6,51,22
18,24,16,11,5,49,12,12,6,51,21
19,22,16,14,5,49,12,11,6,50,18
20,17,16,12,5,48,12,14,6,49,18
21,14,16,16,5,46,12,13,6,44,14
22,11,16,16,5,45,12,14,6,41,14
23,11,16,10,5,45,12,9,6,40,12
24,10,16,10,5,44,12,9,6,40,11
1,14,16,10,5,44,12,10,6,40,11
2,16,16,9,5,44,12,8,5,40,14
3,14,16,8,5,45,12,7,5,41,14
4,14,16,9,4,45,12,7,5,41,14
5,14,16,9,4,44,12,7,5,43,15
6,11,16,13,3,44,12,10,4,43,14
7,8,16,13,3,44,12,11,4,43,10
8,9,18,14,4,44,12,14,5,44,8
9,15,16,13,4,45,12,13,5,45,9
10,17,15,14,5,45,12,13,5,45,15
11,21,14,13,5,45,9,13,5,45,19
12,24,13,12,5,45,7,16,5,45,28
13,28,12,11,6,45,5,14,5,43,34
14,39,12,10,6,45,5,9,6,40,39
15,39,11,13,6,44,3,13,6,39,34
16,39,10,15,6,44,2,10,5,36,34
17,29,8,15,6,44,2,9,5,33,35
18,17,8,13,5,44,2,13,5,30,23
19,12,8,13,5,44,2,13,5,31,18
20,11,8,16,6,45,2,12,5,31,16
21,11,8,16,6,45,2,12,5,31,12
